Id,Timestamp,PurchaseValue
0de9fe4a38ad31889dd8c2d0ded96a29,2017-12-06T07:09:46Z,516.06
979aecc5008c7ec6a6ec9ce63ac8812d,2017-12-06T06:57:11Z,170.13
a62a17bb46864da2c6da691d838971b3,2017-12-06T06:49:38Z,804.32
2b75f007b50d6b21e1501f47dc8d632b,2017-12-06T06:09:57Z,212.13
8c5e5f66fb3d092e006fac97a97dafc4,2017-12-06T05:34:10Z,249.25
df8487db15956892c7db393e18fef3a2,2017-12-06T05:31:26Z,234.57
d5ddc53abb77595366eea8f074b1ea6c,2017-12-06T05:28:02Z,267.42
a1bdb0547947e45eabe05771b40cfa80,2017-12-06T05:22:20Z,191.67
a5fadc51b1ae844ad9a70ad3cfa46a64,2017-12-06T05:15:45Z,351.13
89e91fd55b59862c4edab7a6826adfc2,2017-12-06T05:09:01Z,147.99
d8e81b41916c528d0e34cb0c1a44bf0c,2017-12-06T04:43:16Z,212.36
7ce591ebf34a2e7970045677e47aaeed,2017-12-06T04:42:51Z,196.52
4e1cdca13bd2f734a556f16fe4135e79,2017-12-06T04:15:13Z,77.96
18471d34f95ac0e7c41e7c4582840166,2017-12-06T04:11:25Z,244.62
a2ad3727773a2d0feb47a12755b49ee9,2017-12-06T04:00:16Z,162.98
fdaeced468391bb4c035b8f4498ea469,2017-12-06T03:47:55Z,226.74
55a39c63e39a34ffc1a571e1277264f2,2017-12-06T03:46:27Z,69.19
e95e38e7ebfc34247667a9c12907c4e8,2017-12-06T03:43:42Z,79.6
bcaf1683551e0d3ed630a0d6a8ccd43f,2017-12-06T03:42:33Z,115.88
4e7ef9579e693b03f57e5086ae7ebd6e,2017-12-06T03:38:37Z,249.37
7863835a6120bfa52ccd665bfe03e9c8,2017-12-06T03:38:25Z,898.51
7cf0d61b2e2d27b92861cd315979bc54,2017-12-06T03:34:03Z,161.69
93a9d0c019bab6c145f3082df3d1ee80,2017-12-06T03:31:23Z,146.42
3f5c01ec6d5c803329772b504d8e4eb7,2017-12-06T03:30:48Z,133.22
482c5e4a3f40635bc103deac0f2f67a1,2017-12-06T03:03:47Z,100
ad35a42b72fac3eda159364e356f437b,2017-12-06T03:03:32Z,383.16
03aca051f71dffe8bb5722472e6d900f,2017-12-06T03:00:45Z,280.2
6c13498b6ae9e4b56371a4efbe4907e6,2017-12-06T03:00:32Z,127.86
108cd277fdaa764e4d698118151d2a8b,2017-12-06T02:53:23Z,184.95
4d917e6550a53342908a0f40a9815477,2017-12-06T02:46:37Z,278.55
ab56b92ab3999c750c62dc8cadf0c99a,2017-12-06T02:46:31Z,193.8
89e94af43025ede41dc8e3e305d1d3f3,2017-12-06T02:44:45Z,157.55
cf7afa6c76d8f49fab6519b1ad4a698a,2017-12-06T02:43:43Z,1599.67
647c250ebd24fd377a9d85318b6abd42,2017-12-06T02:41:26Z,115.72
86a2c2e25572f40dd3310dfdef219df3,2017-12-06T02:41:17Z,130.55
f55fa10f9b45650eb22b17067a4d24c9,2017-12-06T02:40:48Z,89.3
cc61d95818855490301fda8a48eedca9,2017-12-06T02:38:51Z,139.73
5a1a00f01082a33b2ecc2e76850d17b9,2017-12-06T02:36:44Z,162.73
6c27388eb169cbf613ace377748710fb,2017-12-06T02:35:14Z,246.11
289721da332c587e9e5f2d169df464e9,2017-12-06T02:34:33Z,123.84
cc6a95feb015c686a21e7e79fc4ef3a2,2017-12-06T02:33:13Z,146.66
8a1dd5df3c923445712247f595537a69,2017-12-06T02:27:51Z,273
de45744030b08fb5b7f180db6db8f513,2017-12-06T02:15:04Z,329.65
ef8b268a4fee08ec89ed78e7b103f56c,2017-12-06T02:14:24Z,100.05
9bef5db6900860dd1e53ac1cd429b1f8,2017-12-06T02:07:58Z,115.76
5dc399147dbde6814ced0a3f96e5a5fa,2017-12-06T02:06:08Z,183.63
aec3abb2c4b335782efb4cefb35c30ac,2017-12-06T02:05:21Z,315.93
de45744030b08fb5b7f180db6db8f513,2017-12-06T02:04:00Z,267.72
2fcde24f87d1d86a6342a8b607df4945,2017-12-06T02:00:36Z,206.15
aa2f61ccaad0235eebeb70e48ed2c2b2,2017-12-06T01:53:45Z,211.9
ef304f60b3d5643a22d460e5195fd632,2017-12-06T01:44:37Z,33.42
b4087e58eb11e6dc0c599adbff44dc7b,2017-12-06T01:42:36Z,133.16
9db3e27f78d1b2ff7699bdf918daedd8,2017-12-06T01:17:49Z,101.76
530726baa28c5f38ed24d9d45fd374e7,2017-12-06T00:56:43Z,87.3
81ea5d78357c1a0199b123ccf189e506,2017-12-06T00:55:19Z,149.91
4f9e870972dd29e014375394cd737c48,2017-12-06T00:47:17Z,161.21
5454cb5f3538c8b1dfedc4a2516f6ff6,2017-12-06T00:46:39Z,249.93
faa677fb13cec108444002c3cb660624,2017-12-06T00:42:09Z,304.92
df29c2e281a817df878b1ed337e308a4,2017-12-06T00:37:29Z,161.19
85a4fa3aca6e690d1579b604db55d278,2017-12-06T00:33:27Z,523.87
6b45ee2f87b0bcf674ec7d722286e45f,2017-12-06T00:20:44Z,349.33
9f45bf061251fe812202a8c15dd7e65b,2017-12-06T00:13:20Z,161.71
ddc053c7b3a9ddc2230968e1790b558c,2017-12-06T00:11:59Z,146.66
970c6dfdd3bcc297b26100a96a9a06fe,2017-12-06T00:05:41Z,268.31
a7d00bdfb346226facc3d8676761fb60,2017-12-05T23:53:36Z,383.97
3d25bf01e026814306136e23b24f4714,2017-12-05T23:50:45Z,131.43
aefb96c66efbe2f59ddccd672bbc1a83,2017-12-05T23:40:11Z,97.91
bb00c1ee18c070955f965b5a1ac5e370,2017-12-05T23:32:55Z,89.02
c9fe4cd8ca2f3ad4a36e0e1198183d64,2017-12-05T23:28:24Z,238.18
2b5b01bb4d4c38be8af78817bc6746d7,2017-12-05T23:22:56Z,226.92
91b8bb7b3b8e96aea2bd889ffb53232e,2017-12-05T23:19:38Z,395.15
4fa46d510a9e8d835ef8bae72753b97b,2017-12-05T22:53:38Z,98.2
ddd0e5b819b413f2f8f1126feb28d57f,2017-12-05T22:46:40Z,218.82
6f40a2cc381c7c44f37dec1bc4456edf,2017-12-05T22:33:24Z,70.72
45bc621564f011785691ab81d10e8359,2017-12-05T22:27:09Z,561.04
a5c8118023d8d04718737e0b9c82fb57,2017-12-05T22:21:32Z,213.43
6811381add851b3a88fdac1874d1b234,2017-12-05T22:19:32Z,134.85
8413528a7be9565efdaabac09776c0fc,2017-12-05T22:06:12Z,135.4
910cb112d1df9866893746d8be3ee7ef,2017-12-05T22:02:39Z,217.78
0cb0b9356e0a85830bef4f4fda74f92b,2017-12-05T21:54:31Z,566.96
8e0d778e83387ad7fe73b8f52501ec60,2017-12-05T21:49:54Z,212.94
9fda5ef46704df3241937c330b1bad7f,2017-12-05T21:44:11Z,407.07
d3414f7837c31de88658a565cee3f6b7,2017-12-05T21:32:20Z,402.74
fa64c9d29a383b2635ec9bd08e0cdc68,2017-12-05T21:24:49Z,148.48
ea038c08bdd0dc33cf9f8c333ec05b12,2017-12-05T21:23:40Z,157.01
4a6cb60fd30d6954dc8f3fd6d3655322,2017-12-05T21:14:32Z,109.33
c04ebc66a14630e26815a517c802c2ac,2017-12-05T21:14:06Z,103.35
3a16e35345b306458f75a8aa597557a1,2017-12-05T21:04:12Z,69.09
337b8c24985c1afc0e4f82749211d0b9,2017-12-05T20:50:14Z,194.17
26daf4ab9cfe6bdd5f1e0d8f70d84d18,2017-12-05T20:49:42Z,473.37
03c9133eedef97e2e971fdd3baa38f2e,2017-12-05T20:47:29Z,66.64
6cc0d573aa92504df3369d6896bb4c4f,2017-12-05T20:46:40Z,205.27
a50ac39a08752da2c1531d1bc8431f1e,2017-12-05T20:38:51Z,78.2
f417c87a12583a4741568fdf84ff7f93,2017-12-05T20:26:35Z,229.36
0e392f0301b7360235a25cf1e8e6e91e,2017-12-05T20:24:13Z,153.25
3d3f452288c64772434a3abaa267361a,2017-12-05T20:19:21Z,69.3
5b1cc12a1f69b1386a35321c6eb4c761,2017-12-05T20:17:16Z,146.32
9ccf7d943cb2820e58c8963501063a60,2017-12-05T20:11:05Z,242.81
03b0c777777dfb9d743723d0a5e795e8,2017-12-05T20:04:37Z,727.05
827c772271fcb63e473be3b78b5a7d96,2017-12-05T19:54:45Z,489.81
046e1a948c29a479970f98b695415e22,2017-12-05T19:52:57Z,313.81
5eb5b2161e1eed94af5c0e3963f8a49c,2017-12-05T19:42:50Z,129.02
fb7e42270ad1edf5a2c43d7ab9fe7144,2017-12-05T19:39:57Z,1084.58
97e031ddd17ba6d81a544ce4f8201f03,2017-12-05T19:39:07Z,78.63
15e16415289d87a579c7460d99b90758,2017-12-05T19:34:57Z,281.08
15e16415289d87a579c7460d99b90758,2017-12-05T19:32:58Z,282.06
f74975b0bc856915a35063f60816f0cb,2017-12-05T19:30:47Z,148.97
24cd75a99c5bb0a0cadf6f2a042b1427,2017-12-05T19:25:33Z,197.16
e2d503f15cb72a8840b7369a7031f3ac,2017-12-05T19:19:20Z,146.34
9c1743f5953ba94d3009f36897926d50,2017-12-05T19:14:20Z,109.49
f0b7a2cba6e2e003c8db440783d073a9,2017-12-05T19:11:37Z,935.61
5a129f402c1c87bad8e1e2c65b50f8cb,2017-12-05T19:08:17Z,68.9
0425ae0d99a8e31c2758c25cca4ac2f7,2017-12-05T19:06:22Z,254.58
bd9d68f4564a67fe421c120a359bbb9d,2017-12-05T18:50:40Z,390.3
b821d8c8623c7313b4b517eb6839ba7d,2017-12-05T18:49:07Z,221.82
ef825cf02f30ae71e2d45a52315f2b9b,2017-12-05T18:39:52Z,66.75
c634bf182e14296bc3a2693f1b3b67be,2017-12-05T18:38:11Z,260.25
da61cf553a0d839cd5415865852d703b,2017-12-05T18:32:49Z,400.49
c04e7fdf4c51a158c70e66b809a80b21,2017-12-05T18:26:39Z,99.38
3a333266a9d333c23979e4248b51591c,2017-12-05T18:20:13Z,106.72
677d31b612b0aff4d9c7488e3c8a164d,2017-12-05T18:19:46Z,146.91
a0097aa14acf776092c81e786fb91e8e,2017-12-05T18:16:54Z,145.66
888854e2551d1c54869ba39ba326fe76,2017-12-05T18:11:30Z,176.87
1c14d54340dd9a7e6655a57d3c53e145,2017-12-05T17:36:50Z,175.68
0b4348027a46afc5324f52b6ac9f02b3,2017-12-05T17:32:21Z,440.22
e7c6b1cd0e27196a73e916ddf9e81edc,2017-12-05T17:29:47Z,133.19
49d53fbce3f3b89616aa23d7c42ef969,2017-12-05T17:25:48Z,227.15
3f8f594c32229da7bc970a022aaac840,2017-12-05T17:22:33Z,140.47
97de834570f2aae5e2b4b4ddb0bc8ecc,2017-12-05T17:05:11Z,98.89
e19041ae8436cf6639863ea3f68865b7,2017-12-05T17:03:03Z,192.96
d0e4e5c16d997b0668941adc56959abd,2017-12-05T16:57:10Z,107.05
9406bb91cc776e141f71f2193aa0f9d6,2017-12-05T16:55:13Z,472.45
f84df59e026b7d38ffdba96e1c553dce,2017-12-05T16:18:28Z,176.41
21a5f913724fa94bb140338d6b373b03,2017-12-05T16:11:17Z,178.67
056462a13dfd8f3ddd59d2947fa3e41c,2017-12-05T15:42:46Z,197.51
9b108a619fa5cea03e19f9a23d226797,2017-12-05T15:42:00Z,61.19
f6981324ef6955c05fd7ecf18ba4c60b,2017-12-05T15:41:30Z,106.65
32050c220e61010103cb58ff3c9a1134,2017-12-05T15:36:40Z,98.59
90965a2e0ba614e9a93fed01658be79e,2017-12-05T15:34:36Z,184.82
d3948b8e54e9e2cac42765b599c59934,2017-12-05T15:27:24Z,78.94
5cb391f64f34746aeec57bd3e2574281,2017-12-05T15:24:57Z,349.97
c0bf148ebe5dabeda4564d8a64f4d57f,2017-12-05T15:00:55Z,100.58
65c36fd3aee8d0c9761507604e63b828,2017-12-05T14:53:54Z,416.12
5cd74a004410b4ac9e35660e77fabc1c,2017-12-05T14:53:34Z,197.34
c619d9b985771c60aa574adbfebb9bdf,2017-12-05T14:52:57Z,207.98
801266226172319918cca5963b492beb,2017-12-05T14:46:38Z,465
b44c26d6b0667bfea8412b6c87151c8a,2017-12-05T14:43:06Z,336.27
9b24311fa15473759f368603a3eb237a,2017-12-05T14:40:09Z,262.59
81ceeb5f9367e6217f576b19322ef99d,2017-12-05T14:36:26Z,85.84
4025890f737f9cf871b94f91353a3689,2017-12-05T14:31:40Z,198.06
9ccd936cb210a6f79a7effd1bd5c5db9,2017-12-05T14:26:18Z,214.73
5a586bd016cd1ff39198198bdb72fc0f,2017-12-05T14:22:06Z,263.18
a5fadc51b1ae844ad9a70ad3cfa46a64,2017-12-05T14:18:04Z,565.05
55f6b08e8e2b462d6ddffb9d7caed11a,2017-12-05T14:15:50Z,185.65
4d4ab3241e336b6333038b4bfa6a7613,2017-12-05T14:12:12Z,107.5
b795168c8f6b3d142fc46c8d3b7bcab0,2017-12-05T13:46:27Z,148.38
08313eb68848f437834c1caefe3c3d42,2017-12-05T13:41:49Z,139.06
e7701afc9c7f34450dd6b4a004b9d398,2017-12-05T13:34:47Z,331.34
a1c8d419a97af1f7152e21c0dddfcbce,2017-12-05T13:21:36Z,126.38
31352b4ec81d31fc8a2175ed39f23296,2017-12-05T13:19:28Z,226.4
71bfc133516b3080b33799872a753bc5,2017-12-05T12:44:06Z,101.45
06d4dab05cf50c7be7ca9d45c49e1d63,2017-12-05T07:11:27Z,28.47
4fb7565014d788022a94a1091d118c99,2017-12-05T06:50:25Z,175.39
ac33efc2486bbb5c433f05fd62746477,2017-12-05T04:37:45Z,486.75
f7c87226a0733ccb780523d3975a558d,2017-12-05T04:00:26Z,195.44
136420d1dd97491e5aa35e56c30edf72,2017-12-05T03:52:38Z,54.9
c98d543e6fff455966375d1a19c0338e,2017-12-05T03:39:45Z,98.5
ab1e4a47251694b3ea5a782a59719a64,2017-12-05T03:37:42Z,222.9
f60c293dfceb3c636362b229a6cd211c,2017-12-05T03:37:01Z,77.47
af77cebc5448b68b026556858d60c8cc,2017-12-05T03:35:34Z,195.58
c9974845abcc70fbcf82a7ffdfbb269f,2017-12-05T02:55:30Z,100.06
bdd0c9cdf548ea8a7b8cb9a221398fc5,2017-12-05T02:41:35Z,48.89
1d74b0bf1830603285b665a98972cfd6,2017-12-05T02:37:54Z,232.9
b0dcc23b6efc597aef3f21051a14b053,2017-12-05T02:33:04Z,125.96
291787da7cf1cf5f72a8c809c4ecc2cc,2017-12-05T02:23:38Z,70.17
42d72ec26e7aba80ae653a8069ba01af,2017-12-05T02:20:16Z,178.64
35ce3420d8307a7740bd6681c8bf679e,2017-12-05T02:20:05Z,88.85
1208bf22cae032cbc49620de408345f5,2017-12-05T02:17:03Z,149.46
445cbe5058a7239d001801fbf575b658,2017-12-05T02:06:39Z,249.36
08f37856b01e996c9fd58814c08c9a50,2017-12-05T02:04:45Z,101.16
27b831384bebceb34fd1f7d732f51a19,2017-12-05T01:38:53Z,197.14
9bf1214b5f06da66ba208dcb92ae4f44,2017-12-05T01:32:33Z,98.16
9bf1214b5f06da66ba208dcb92ae4f44,2017-12-05T01:29:18Z,88.96
946e0b1219cc7497781b2491272e6e27,2017-12-05T01:24:42Z,150.43
51df722cc4ef2513d88ad7680ce73180,2017-12-05T01:14:53Z,371.13
2bc58e9605d78cd35e2de668e7ec3818,2017-12-05T01:11:38Z,542.96
ba4bc57198eae7bf820db692cd79eac3,2017-12-05T01:04:13Z,138.98
cbc83b2143ee36f8119c864728a13b7d,2017-12-05T00:59:51Z,718.85
b9733b21ad021e2ba9b80049c3a5b3e5,2017-12-05T00:49:03Z,138.49
40203b33e73f1a9061b8790af08fbc4c,2017-12-05T00:47:16Z,45.02
8afcb95af4090f219f86f30f84367a99,2017-12-05T00:46:53Z,149.4
0516ecda05af9331e9057e9be106a679,2017-12-05T00:45:36Z,482.44
f8b9d52b7496f40056612bba9f3a8a0d,2017-12-05T00:37:23Z,100.14
b64d002d9854dc3558778883ff0ddfa9,2017-12-05T00:35:33Z,344.18
6198a9f5006e87a8739f81466cd762c9,2017-12-05T00:26:50Z,128.75
0981d9f8d403955d6b94508a328c0179,2017-12-05T00:17:43Z,303.72
6198a9f5006e87a8739f81466cd762c9,2017-12-05T00:14:12Z,224.05
e5507a34d96b6d5ed7390ca8fa409d42,2017-12-04T23:58:27Z,224.62
70536fcd40ef7ba14b116f99f13cc0d9,2017-12-04T23:51:41Z,148.32
acd56cc7de7b2ada9308e6ae2b014191,2017-12-04T23:34:41Z,265.62
aab605bcb56a274b2e3043227eb94304,2017-12-04T23:22:23Z,158.03
fc0929c59c714995635a2bc3d5ff9fa7,2017-12-04T23:19:44Z,303.93
b24690afd6c7744181be53cdb782791d,2017-12-04T23:15:04Z,98.76
c9348df16f457ef0acf2e934f92b03b8,2017-12-04T23:14:15Z,507.73
2906a0237692606b79092f88e77086f2,2017-12-04T23:12:46Z,280.89
ba51aa435b379869fdf9c39bde30ba92,2017-12-04T23:07:14Z,195.92
f127b483018e9c83f1d7b369a08b50be,2017-12-04T23:06:18Z,200.4
3a26f365004d46f8a5e7f094441c5a80,2017-12-04T23:03:55Z,197.08
1718a1b6b6676e9de238e8bfbf7178e0,2017-12-04T23:03:00Z,962.84
c48f83ceb9164603681e64af058334d5,2017-12-04T22:40:54Z,87.23
914f205628b70faf1d8d7118c36e7db0,2017-12-04T22:26:47Z,78.74
f6ac53ae6f28f8e762ee2f5020c426ad,2017-12-04T22:17:27Z,478.53
516244bf689fc61bc326ee4de45dc16d,2017-12-04T21:58:06Z,86.72
d8503d45aadb4ca275c42e6aaf8e6386,2017-12-04T21:53:19Z,1087.41
4ec85b5007d3bd612e72429ab31e8835,2017-12-04T21:52:59Z,142.73
499cd455d21e1d599d682ab3cf2b0b5f,2017-12-04T21:43:20Z,219.63
8253b8edc92c3260ca7102f79134be92,2017-12-04T21:39:50Z,373.27
e9c971d5a43bcfa98d1742c413b5f5ce,2017-12-04T21:30:37Z,148.73
cc47f585bcb86d6edfa53f5f3f1b4031,2017-12-04T21:17:35Z,207.47
38e429484e5769eb3e779ef8adaaa6b5,2017-12-04T21:16:37Z,350.87
1a2832a19f1bfe3f88a64e292f35de8a,2017-12-04T20:30:45Z,166.3
32ca10abf5dc0145640d2196b2e04e0c,2017-12-04T20:30:05Z,355.54
165071068072c6314ca98aeb5bf566e9,2017-12-04T20:20:58Z,76.58
be4bf0007db94b8141ec7bcbe774f6c7,2017-12-04T20:18:34Z,78.19
04f7c65a2ba533409a718c1a6bffe625,2017-12-04T20:13:26Z,94.83
fbfaf1b6bb04d7be42794bdb4f189530,2017-12-04T20:09:29Z,136.35
6f9ebbe87978c734ba71c0032e1f3e45,2017-12-04T20:03:39Z,569.2
04f7c65a2ba533409a718c1a6bffe625,2017-12-04T19:59:45Z,146.87
b5f1375a0714bf43a28503bbd13cf0d7,2017-12-04T19:33:18Z,416.5
bd525602e83ffd5882245285a28e31a7,2017-12-04T19:25:31Z,298.51
d74478cfc4ab4812a82fb6016711d8c3,2017-12-04T19:19:20Z,295.31
c27532dc804b992d8c89e16da9d63294,2017-12-04T19:14:36Z,263
1daa4f434444f8b4d1563c4991002fb0,2017-12-04T19:12:07Z,527.45
d80a3467a4f6fa760b9b1d2769f03295,2017-12-04T19:07:54Z,235.44
b3a1f7da20132d5460b2e6f707213870,2017-12-04T18:54:26Z,149.31
39daaf496c86c5aaa05d4588d262ee18,2017-12-04T18:52:31Z,248.19
a8ce9b563e2690bc5f1c3300a37d96c4,2017-12-04T18:41:09Z,645.33
e72c235554b06f07fc47c5e6782489ab,2017-12-04T18:40:20Z,314.39
e2f6e9abf83c049a60caba1089a35f7d,2017-12-04T18:40:05Z,1401.36
be2fe9269548f5bcea4e120f74246c95,2017-12-04T18:36:03Z,79.22
b76730efcbd5448530342aee112015cc,2017-12-04T18:28:08Z,186.37
8e7a3677530636259ec50f54adbd23ed,2017-12-04T18:21:48Z,128.87
833c55a38fcd78966fe3ddc8758730c7,2017-12-04T18:20:14Z,106.66
d93103ddcdeb4335da408b2594debd3f,2017-12-04T18:19:43Z,135.06
ede2a476c3894cf65d1619987d148422,2017-12-04T18:19:42Z,426.87
5aba3b5e719dee9a1082ac449f8cf888,2017-12-04T18:18:50Z,348.7
036cde8be2c4e163f6b2098cbc7b11c2,2017-12-04T18:04:32Z,151.45
61aa004566c88115daf3e0e7910d3174,2017-12-04T18:03:52Z,95.06
c298f6e9cca8094821c07cba3bb28b66,2017-12-04T17:54:54Z,225.53
79ace56aa069bbc11e85679d3c001ebb,2017-12-04T17:54:08Z,62.46
9936dffcc992a38fcf3e6ff988ed1825,2017-12-04T17:47:10Z,575.56
6a870efb5fac82f7e278a264e63c24f8,2017-12-04T17:23:31Z,101.59
c6a2f50c45a9e119130179cf7d342c7b,2017-12-04T16:59:34Z,107.78
2cac2568926e87d4983923256c7b3652,2017-12-04T16:55:30Z,194.4
a9e47c3994bdaddac29d9f33408a4635,2017-12-04T16:51:52Z,157.23
9db32a0a4e1c735aec23fceb466b065f,2017-12-04T16:48:56Z,69.88
b42bed0344d9a7b6f02f93915c92fd42,2017-12-04T16:31:21Z,79.6
f11a58642517e4325b26bd817d8e0c44,2017-12-04T16:28:51Z,101.45
0ed5369990a821e1d6d9aff16af31ed6,2017-12-04T16:17:41Z,187.3
d64cfa770e92603aa8c0719e9ce7e2dd,2017-12-04T16:08:30Z,275.85
3d7d0f9e81097158716d9cf25404be6a,2017-12-04T15:55:53Z,128.34
35091b6fe609bbba425d449debeafa10,2017-12-04T15:26:39Z,329.48
a36b4a3565ac37743e6b480dc9dc4e09,2017-12-04T15:02:26Z,176.3
bb403e46aa6c66ce025b7388b1e93df2,2017-12-04T14:47:00Z,220.51
8d2ce54737dd404d20cadf1405d46dc8,2017-12-04T14:29:16Z,238.05
fedeba9ac0caee0b5f7b59bc6da10a08,2017-12-04T14:25:10Z,363.38
18b6cf674c41a4ffe0670ddb0a529612,2017-12-04T14:15:43Z,99.31
c6fad4500bd773e532f03fe37538cc1f,2017-12-04T14:04:10Z,393.2
165071068072c6314ca98aeb5bf566e9,2017-12-04T13:57:59Z,244.66
c6fad4500bd773e532f03fe37538cc1f,2017-12-04T13:37:58Z,409.41
31596ebf05fcfb65d11bc33e854a198b,2017-12-04T11:25:20Z,264.57
fa03c7abe767e64965f6f37f59233d3e,2017-12-04T10:19:00Z,76.6
76ea560d69431069b49d9c5f8723da7a,2017-12-04T08:17:17Z,157.31
61d2370d7ccfe63adf6ab388d7415dc2,2017-12-04T08:02:04Z,98.45
9d0cf38bf65af52613da81d2af30970b,2017-12-04T05:15:43Z,119
bdc4b1828c06cca83f94616fe2e7b0b8,2017-12-04T03:24:27Z,179.28
4c47dbdd091654059d8f84f6eabf0d9f,2017-12-04T02:57:25Z,74.07
5c005d1fc9fd3f3e0f63161cf5595d47,2017-12-04T02:36:24Z,44.58
8c0a9998e7aec422d62aba1561055acd,2017-12-04T02:32:00Z,352.92
f9bb7029221dd8e8654d662bee447ac6,2017-12-04T02:07:47Z,102.56
275547943bb3f069bb8249ec2973b3d1,2017-12-04T01:16:26Z,108.49
c97ce6e50a63ffe6850d4bac3935b10e,2017-12-04T01:14:46Z,125.92
401fc5518c6da1d5e90bae1025b66d15,2017-12-04T01:11:39Z,1097.97
7351c56717a508c2631e52f2fe122df2,2017-12-04T01:08:16Z,157.33
f9bb7029221dd8e8654d662bee447ac6,2017-12-04T00:47:19Z,79.27
03ee3dadd6a3c11eebaee0a450b13af6,2017-12-04T00:30:10Z,619.87
9140e157436f72dafdb11ba2e03683ed,2017-12-04T00:08:44Z,106.63
790db2925ed67d6763fc0525aa7fa52e,2017-12-03T23:02:55Z,421.54
1255d73f067c49b3dc96790a9faf4f64,2017-12-03T23:00:14Z,650.86
2ad5388d36cf82cee01d7d2fcab46424,2017-12-03T22:57:49Z,239.85
54d2332cb5e7f341938d68f1231ff6ff,2017-12-03T22:56:36Z,213.18
